# cpu_used;total_cpu_used;RAM_used;
0.0;30.6;38.5;22879;180226
14.0;26.6;38.6;22879;180226
17.9;17.8;38.7;22880;180240
8.0;7.5;38.7;22882;180248
13.9;25.9;37.5;22882;180248
13.9;17.4;37.6;22882;180248
13.9;15.9;37.7;22882;180249
13.9;15.4;37.7;22882;180249
61.7;33.7;37.8;22882;180249
31.9;30.8;37.9;22882;180249
21.9;45.7;38.1;22883;180249
12.0;33.0;37.5;22884;180264
13.9;30.5;37.5;22887;180297
23.9;43.2;37.8;22888;180305
10.0;57.1;38.2;22889;180331
13.9;42.6;38.3;22890;180356
14.0;46.0;38.3;22891;180370
12.0;34.0;38.3;22892;180409
14.0;30.3;38.3;22893;180419
13.9;32.4;38.3;22894;180456
15.9;19.6;38.3;22896;180460
15.9;19.3;38.3;22897;180484
17.9;18.0;38.3;22898;180487
13.9;27.0;38.3;22899;180489
15.9;17.1;38.3;22900;180490
13.9;16.6;38.3;22900;180491
15.9;18.0;38.3;22901;180493
13.9;28.7;38.4;22902;180496
33.9;33.5;38.4;22903;180498
51.8;39.4;38.7;22909;180514
31.9;34.2;38.8;22923;180687
43.8;47.5;39.0;22937;180849
27.9;46.3;39.2;22948;180952
29.9;22.3;39.1;22959;181016
21.9;27.9;39.2;22968;181106
17.9;19.4;39.2;22971;181158
19.9;34.7;39.3;22977;181243
19.9;29.4;39.3;22982;181297
17.9;37.3;39.5;22987;181378
19.9;18.6;39.4;22991;181419
19.9;37.5;39.5;22997;181509
15.9;23.6;39.6;23000;181568
21.9;30.6;39.6;23004;181648
17.9;22.7;39.7;23007;181707
17.9;39.2;39.9;23012;181786
15.9;60.9;40.2;23015;181845
17.9;57.1;40.5;23020;181918
17.9;50.7;40.5;23024;181979
21.9;43.6;40.5;23027;182045
21.9;32.2;40.4;23031;182116
25.9;33.3;40.4;23036;182179
23.9;36.2;40.4;23042;182263
21.9;35.6;40.4;23047;182319
25.9;34.5;40.4;23053;182391
25.9;31.6;40.4;23056;182449
21.9;37.8;40.5;23058;182507
21.9;52.6;40.5;23060;182588
19.9;34.7;40.5;23061;182628
19.9;32.3;40.5;23062;182643
19.9;32.8;40.5;23062;182661
21.9;30.7;40.5;23063;182675
19.9;30.5;40.5;23063;182699
21.9;30.3;40.5;23064;182711
19.9;36.0;40.5;23064;182711
17.9;33.7;40.5;23064;182711
19.9;58.2;40.6;23064;182711
19.9;31.7;40.6;23064;182711
17.9;30.8;40.5;23064;182711
19.9;28.4;40.5;23064;182711
19.9;31.0;40.5;23064;182711
19.9;30.3;40.5;23064;182711
19.9;28.1;40.5;23064;182711
19.9;33.8;40.5;23064;182711
19.9;36.4;40.5;23064;182711
21.9;53.0;40.6;23064;182711
17.9;29.7;40.6;23064;182711
17.9;35.0;40.5;23064;182711
19.9;31.3;40.5;23064;182711
17.9;31.0;40.5;23064;182711
19.9;30.5;40.5;23064;182711
17.9;31.7;40.5;23064;182711
19.9;32.2;40.5;23064;182711
19.9;38.6;40.6;23064;182711
20.0;52.8;40.6;23064;182711
17.9;30.8;40.6;23064;182711
17.9;36.6;40.6;23064;182711
17.9;32.8;40.6;23064;182711
19.9;33.7;40.5;23064;182711
17.9;32.8;40.5;23064;182711
21.9;31.7;40.5;23064;182711
19.9;31.8;40.5;23064;182711
17.9;46.0;40.6;23064;182711
17.9;44.4;40.6;23064;182711
19.9;30.7;40.6;23064;182711
19.9;31.5;40.5;23064;182711
17.9;32.7;40.5;23064;182711
17.9;31.5;40.6;23064;182711
17.9;30.2;40.5;23064;182711
21.9;31.0;40.6;23064;182711
17.9;36.0;40.5;23064;182712
