# cpu_used;total_cpu_used;RAM_used;
0.0;28.3;49.4;21794;163255
43.9;58.3;51.2;21803;163523
15.9;47.1;51.2;21819;163829
17.9;43.9;51.4;21832;164018
19.9;47.3;52.2;21836;164025
12.0;40.4;52.2;21840;164075
17.9;45.8;52.4;21842;164107
14.0;57.6;52.4;21844;164118
13.9;41.4;52.5;21844;164119
8.0;9.6;52.6;21845;164121
4.0;8.5;52.6;21847;164126
13.9;15.6;52.8;21849;164151
13.9;16.3;52.8;21852;164155
2.0;6.5;52.8;21852;164156
2.0;13.1;52.8;21852;164156
0.0;5.6;52.8;21852;164156
0.0;5.6;52.8;21852;164157
2.0;6.5;52.7;21852;164157
2.0;6.6;52.7;21852;164157
0.0;6.5;52.7;21852;164157
27.9;13.8;52.8;21852;164157
0.0;6.5;52.8;21853;164157
0.0;5.5;52.8;21853;164157
0.0;6.0;52.8;21853;164157
0.0;10.4;52.7;21853;164157
0.0;5.0;52.7;21853;164157
0.0;17.4;52.6;21853;164157
0.0;11.1;52.6;21853;164157
0.0;6.9;52.6;21853;164157
2.0;6.0;52.6;21853;164157
0.0;21.9;52.6;21853;164157
0.0;5.6;52.6;21853;164157
0.0;7.4;52.7;21853;164157
0.0;7.0;52.7;21853;164157
0.0;6.9;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;13.5;52.7;21853;164157
0.0;6.9;52.7;21853;164157
0.0;6.0;52.6;21853;164157
0.0;5.0;52.6;21853;164157
0.0;12.9;52.6;21853;164157
2.0;5.1;52.6;21853;164157
0.0;6.9;52.6;21853;164157
0.0;6.0;52.6;21853;164157
0.0;6.5;52.6;21853;164157
0.0;4.6;52.6;21853;164157
0.0;6.9;52.6;21853;164157
0.0;6.9;52.6;21853;164157
0.0;11.9;52.6;21853;164157
0.0;5.0;52.6;21853;164157
2.0;6.5;52.7;21853;164157
0.0;5.1;52.6;21853;164157
0.0;6.0;52.6;21853;164157
0.0;6.9;52.6;21853;164157
0.0;7.0;52.6;21853;164157
0.0;6.0;52.6;21853;164157
0.0;5.5;52.6;21853;164157
0.0;6.9;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;12.0;52.7;21853;164157
0.0;5.1;52.7;21853;164157
0.0;7.0;52.7;21853;164157
0.0;6.9;52.7;21853;164157
0.0;6.9;52.7;21853;164157
0.0;5.6;52.7;21853;164157
2.0;7.0;52.7;21853;164157
0.0;5.0;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;6.9;52.7;21853;164157
0.0;5.5;52.7;21853;164157
0.0;5.5;52.7;21853;164157
0.0;11.2;52.7;21853;164157
0.0;6.4;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;5.5;52.7;21853;164157
0.0;7.0;52.7;21853;164157
0.0;5.5;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;7.0;52.7;21853;164157
0.0;7.0;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;6.0;52.7;21853;164157
0.0;5.5;52.7;21853;164157
0.0;5.5;52.7;21853;164157
0.0;6.0;52.7;21853;164158
0.0;7.4;52.7;21853;164158
25.9;21.2;52.7;21853;164158
12.0;16.1;52.7;21853;164158
4.0;9.6;52.7;21853;164158
4.0;10.1;52.7;21853;164158
6.0;24.7;52.9;21853;164158
0.0;15.9;52.8;21853;164158
4.0;9.0;52.7;21854;164158
0.0;12.1;52.7;21854;164158
0.0;10.9;52.7;21856;164162
0.0;18.3;52.7;21856;164163
0.0;12.6;52.7;21856;164163
