# cpu_used;total_cpu_used;RAM_used;
10.5;24.3;54.5;21722;162802
19.9;19.6;54.5;21722;162803
6.0;8.6;54.5;21723;162809
0.0;13.4;54.5;21723;162809
0.0;7.8;54.5;21723;162809
13.9;16.6;54.5;21723;162809
17.9;18.6;54.5;21723;162809
41.8;28.2;54.5;21723;162809
2.0;6.0;54.5;21723;162809
2.0;8.5;54.5;21723;162809
19.9;20.8;53.2;21724;162809
41.8;25.6;49.8;21726;162815
2.0;6.4;49.8;21726;162815
0.0;6.0;49.8;21726;162815
17.9;27.1;49.8;21726;162815
6.0;17.3;49.9;21726;162815
17.9;41.0;49.9;21726;162815
2.0;8.5;49.8;21726;162815
0.0;5.0;49.8;21726;162815
0.0;6.0;49.8;21726;162815
0.0;5.5;49.8;21726;162816
0.0;5.0;49.8;21726;162816
2.0;4.6;49.8;21727;162816
0.0;5.5;49.8;21727;162816
0.0;5.5;49.8;21727;162816
0.0;5.5;49.8;21727;162816
0.0;5.0;49.8;21727;162816
0.0;11.9;49.8;21727;162816
0.0;4.5;49.8;21727;162816
0.0;4.0;49.8;21727;162816
31.9;23.9;49.8;21727;162816
15.9;30.0;49.8;21727;162816
0.0;8.0;49.8;21727;162816
0.0;8.7;49.8;21727;162816
0.0;6.0;49.8;21727;162816
0.0;6.5;49.8;21727;162816
0.0;5.0;49.8;21727;162816
0.0;7.5;49.8;21727;162816
0.0;6.5;49.8;21727;162816
33.8;36.4;49.8;21727;162816
21.9;18.6;49.8;21727;162816
4.0;10.0;49.8;21727;162816
0.0;7.4;49.8;21727;162816
0.0;6.4;49.8;21727;162816
0.0;4.0;49.8;21727;162816
0.0;7.0;49.8;21727;162816
0.0;5.5;49.8;21727;162816
0.0;6.0;49.8;21727;162816
2.0;6.5;49.8;21727;162816
0.0;7.4;49.8;21727;162816
0.0;5.0;49.8;21727;162816
2.0;12.0;49.8;21727;162816
0.0;6.5;49.8;21727;162816
0.0;6.0;49.8;21727;162816
0.0;6.5;49.8;21727;162816
0.0;6.0;49.8;21727;162816
0.0;4.1;49.8;21727;162816
0.0;7.0;49.8;21727;162816
0.0;7.4;49.8;21727;162816
0.0;7.4;49.8;21727;162816
0.0;5.0;49.8;21727;162816
0.0;6.9;49.8;21727;162816
0.0;5.1;49.8;21727;162816
0.0;6.5;49.8;21727;162816
0.0;5.0;49.8;21727;162816
0.0;5.5;49.8;21727;162816
0.0;3.0;49.8;21727;162817
0.0;5.5;49.8;21727;162817
0.0;7.4;49.8;21727;162817
0.0;5.6;49.8;21727;162817
0.0;5.5;49.8;21727;162817
0.0;5.5;49.8;21727;162817
0.0;5.0;49.8;21727;162817
0.0;5.5;49.8;21727;162817
0.0;5.5;49.8;21728;162817
0.0;5.6;49.8;21728;162817
0.0;5.5;49.8;21728;162817
2.0;6.0;49.8;21728;162817
0.0;5.9;49.8;21728;162817
0.0;6.5;49.8;21728;162817
0.0;4.5;49.8;21728;162817
0.0;6.9;49.8;21728;162817
0.0;5.9;49.8;21728;162817
0.0;6.0;49.8;21728;162817
0.0;6.4;49.8;21728;162817
0.0;6.0;49.8;21728;162817
0.0;5.5;49.8;21728;162817
0.0;5.0;49.8;21728;162817
0.0;5.5;49.8;21728;162817
0.0;4.6;49.8;21728;162817
0.0;5.1;49.8;21728;162817
0.0;7.0;49.8;21728;162818
2.0;6.1;49.8;21728;162818
0.0;6.0;49.8;21728;162818
0.0;3.0;49.8;21728;162818
0.0;6.5;49.8;21728;162818
0.0;6.4;49.8;21728;162818
0.0;5.5;49.8;21728;162818
0.0;7.4;49.8;21728;162818
0.0;5.5;49.8;21728;162818
