# cpu_used;total_cpu_used;RAM_used;
0.0;25.9;48.7;22589;172279
19.9;28.6;49.0;22590;172318
39.9;62.9;49.6;22600;172644
23.9;33.7;49.9;22611;172974
21.9;57.0;50.0;22621;173253
23.9;54.2;50.1;22634;173575
27.9;45.1;50.2;22640;173857
23.9;33.8;50.3;22648;174153
23.9;49.0;50.4;22655;174421
17.9;42.5;50.5;22663;174603
21.9;36.7;50.6;22668;174730
19.9;36.7;50.7;22676;174933
19.9;46.3;50.7;22683;175109
17.9;40.5;50.8;22690;175262
20.0;30.1;50.9;22698;175429
20.0;46.0;51.0;22703;175566
21.9;45.7;51.1;22712;175720
21.9;35.8;51.2;22721;175889
19.9;50.0;51.2;22729;176061
21.9;39.7;51.3;22735;176210
19.9;36.0;51.4;22741;176344
19.9;53.3;51.5;22746;176506
19.9;39.0;51.5;22749;176580
23.9;33.0;51.5;22753;176758
25.9;54.8;51.6;22757;176938
25.9;34.8;51.7;22762;177144
23.9;41.9;51.7;22767;177361
25.9;32.5;51.9;22771;177581
25.9;44.9;51.9;22776;177790
23.9;44.4;52.0;22781;178021
25.9;36.9;52.2;22786;178258
25.9;42.9;52.3;22791;178511
21.9;35.8;52.3;22795;178719
17.9;27.1;52.4;22801;178992
19.9;22.9;52.4;22808;179244
17.9;24.2;52.5;22814;179494
19.9;24.6;52.4;22818;179732
8.0;17.3;52.4;22818;179732
2.0;8.4;52.4;22818;179732
2.0;6.0;52.3;22818;179732
0.0;11.9;52.3;22818;179732
0.0;6.5;52.3;22818;179732
0.0;5.5;52.2;22818;179732
0.0;4.5;52.2;22818;179732
2.0;6.5;52.2;22818;179732
0.0;5.0;52.2;22818;179732
4.0;6.5;52.2;22818;179732
23.9;11.9;52.3;22818;179732
0.0;4.1;52.3;22818;179732
0.0;5.5;52.3;22818;179732
0.0;5.5;52.3;22818;179732
0.0;4.5;52.3;22818;179732
0.0;12.4;52.3;22818;179732
0.0;5.0;52.3;22818;179732
2.0;6.5;52.3;22818;179732
0.0;4.5;52.3;22818;179732
2.0;6.5;52.3;22818;179732
0.0;6.9;52.2;22818;179732
0.0;6.5;52.2;22818;179732
0.0;6.0;52.2;22818;179732
0.0;5.5;52.2;22818;179732
0.0;5.5;52.2;22818;179732
0.0;5.5;52.2;22818;179732
0.0;5.5;52.2;22818;179732
0.0;13.1;52.2;22818;179732
0.0;11.0;52.2;22818;179732
0.0;6.0;52.2;22818;179732
0.0;4.0;52.2;22818;179732
0.0;5.1;52.2;22818;179732
0.0;4.5;52.2;22818;179732
0.0;6.5;52.2;22818;179732
0.0;5.0;52.2;22818;179732
0.0;6.0;52.2;22818;179732
0.0;5.0;52.2;22818;179732
0.0;6.0;52.2;22818;179732
0.0;5.9;52.2;22818;179732
0.0;5.5;52.2;22818;179732
0.0;6.9;52.2;22818;179732
0.0;6.9;52.2;22818;179732
0.0;4.5;52.2;22818;179732
0.0;12.0;52.2;22818;179732
0.0;4.5;52.2;22818;179732
0.0;6.0;52.2;22818;179732
0.0;5.9;52.2;22818;179732
0.0;5.5;52.2;22818;179732
0.0;5.0;52.2;22818;179732
0.0;6.5;52.2;22818;179732
0.0;5.5;52.2;22818;179732
0.0;10.9;52.2;22818;179732
0.0;5.0;52.2;22818;179732
0.0;7.4;52.2;22818;179732
0.0;6.4;52.2;22818;179732
0.0;6.0;52.2;22818;179732
0.0;5.0;52.2;22818;179732
0.0;5.9;52.2;22818;179732
0.0;6.0;52.2;22818;179732
2.0;8.0;52.2;22818;179732
0.0;5.0;52.2;22818;179732
0.0;7.5;52.2;22819;179732
0.0;5.9;52.2;22819;179732
